id,area_sqm,log_area,compactness,perimeter,is_forest,is_agricultural,is_unverified,risk_score,microsoft_confirmed,synthetic_label
48,900.0082336966465,6.803514395964637,0.6099965565129967,136.16468371528683,0,0,1,12.7,0,0
49,1200.010978304381,7.090918963007715,0.33344635149341284,212.65938652978937,1,0,0,14.7,0,1
50,600.0054891601002,6.398604067871369,0.5576903458920612,116.2749015636825,1,0,0,10.7,0,1
51,27700.253415830433,10.229232940820664,0.09619815441511576,1902.2317802835958,1,0,0,78.9,0,1
52,700.0064040135255,6.55251702253284,0.3708856975300789,154.00538104575904,1,0,0,11.3,0,1
53,9300.085081807536,9.13788634779847,0.39691568908872854,542.6243266877055,1,0,0,76.5,0,1
54,500.00457429481037,6.216615231372146,0.6764721486557793,96.37557016357837,0,0,1,10.0,0,0
55,1300.0118931815357,7.170897620039926,0.43969507911823963,192.75373055835232,0,0,1,15.3,0,0
56,7300.066784735078,8.895775751355036,0.1751499527787095,723.7079382571434,0,0,1,66.5,0,0
57,3700.033849810072,8.21636747846972,0.5483167081324927,291.20044931286765,0,0,1,48.5,0,0
58,17800.16284475604,9.787019062503454,0.4079614347876877,740.4698237582921,0,0,1,73.9,0,1
59,1100.0100634232715,7.003983276938194,0.5828358050290325,154.00334335946297,0,0,1,14.0,0,0
60,600.0054891126415,6.398604067792403,0.7946444551154869,97.40833390055853,0,0,1,10.7,0,0
61,500.00457426317115,6.216615231308995,0.4730694053774767,115.24696302755568,0,0,1,10.0,0,0
62,14100.128995044834,9.554010143731338,0.2327358611147464,872.5389472998719,0,0,1,72.1,0,0
63,500.0045743027202,6.216615231387935,0.45663914951087353,117.30198178999619,0,0,1,10.0,0,0
64,500.00457429876525,6.2166152313800405,0.6622559177712594,97.40449451289052,0,0,1,10.0,0,0
65,500.00457429481025,6.216615231372146,0.6763810582743266,96.38205954688625,0,0,1,10.0,0,0
66,2400.0219566364462,7.783649740967631,0.27877149001742163,328.918545618165,0,0,1,42.0,0,0
67,600.0054891601003,6.39860406787137,0.4006112332512585,137.18953445644544,0,0,1,10.7,0,0
68,1600.0146377536757,7.378392855836665,0.3155186251284185,252.43781329530788,0,0,1,17.3,0,0
69,900.0082337322406,6.803514396004141,0.3043648057298144,192.7662314025265,1,0,0,12.7,0,1
70,800.0073188867251,6.685870084213538,0.5505372045894333,135.13211540496113,0,0,1,12.0,0,0
71,500.0045743027202,6.216615231387935,0.4647301793868249,116.27637466514703,1,0,0,10.0,0,1
72,1800.016467488211,7.49610648865898,0.266767869700141,291.18996940644536,0,0,1,18.7,0,0
73,800.0073188076273,6.68587008411479,0.33243697079788853,173.89906778979562,0,0,1,12.0,0,0
74,1100.0100634588655,7.003983276970522,0.5751020929804334,155.03536894405318,1,0,0,14.0,0,1
75,2100.0192119733424,7.650177845007544,0.17566701112045022,387.58901507510956,1,0,0,40.5,0,1
76,1000.0091485975305,6.908763918731529,0.33460324128148394,193.79467823169543,1,0,0,13.3,0,1
77,700.006404029345,6.552517022555407,0.6622701563308804,115.2493132266099,1,0,0,11.3,0,1
78,700.0064040174803,6.552517022538482,0.37087077123203205,154.00848011366995,1,0,0,11.3,0,1
79,600.0054891403256,6.398604067838466,0.4128380997419872,135.142720912497,1,0,0,10.7,0,1
80,800.0073188432212,6.685870084159227,0.7568765469524061,115.24958972254319,1,0,0,12.0,0,1
81,500.0045742987652,6.2166152313800405,0.6622091846926094,97.40793144165897,0,0,1,10.0,0,0
82,516904.72890318,13.155615794317102,0.02889189638033637,14994.160675200566,1,0,0,99.0,0,1
83,600.0054891640551,6.398604067877949,0.5479971635181226,117.29875120391691,0,0,1,10.7,0,0
84,2200.0201269098216,7.696676225923462,0.2875555572355754,310.0683059129416,0,0,1,41.0,0,0
85,1100.0100634034968,7.003983276920233,0.5751688731309357,155.02636846542998,0,0,1,14.0,0,0
86,700.0064040174805,6.552517022538482,0.47443437529088994,136.16574432203385,0,0,1,11.3,0,0
87,700.0064039858411,6.552517022493348,0.6507118010954591,116.26837349908425,0,0,1,11.3,0,0
88,600.0054891561454,6.398604067864789,0.5577064694027463,116.27322077486417,0,0,1,10.7,0,0
89,1300.0118931815352,7.170897620039926,0.25224394249715215,254.48853515034904,0,0,1,15.3,0,0
90,1000.0091486014854,6.908763918735479,0.5228875692021946,155.02536406975085,0,0,1,13.3,0,0
91,2600.023786335387,7.863660410480033,0.15104453955352773,465.09436506795214,0,0,1,43.0,0,0
92,600.0054890968219,6.398604067766081,0.5479948942788041,117.29899406335107,0,0,1,10.7,0,0
93,600.0054891126415,6.398604067792403,0.5576990586756481,116.27399328965545,0,0,1,10.7,0,0
94,600.0054891601002,6.398604067871369,0.5479824960683454,117.30032101829816,0,0,1,10.7,0,0
95,700.0064040214353,6.552517022544124,0.6506574276035846,116.2732315003688,0,0,1,11.3,0,0
96,500.0045743027202,6.216615231387935,0.45665129219177836,117.30042220828959,0,0,1,10.0,0,0
97,900.0082337085112,6.803514395977805,0.4768524142375897,154.0054820411695,0,0,1,12.7,0,0
98,700.0064040174803,6.552517022538482,0.4673842011992791,137.18888443006838,0,0,1,11.3,0,0
99,900.0082337361956,6.803514396008531,0.29799451869669513,194.8157368437431,0,0,1,12.7,0,0
100,2000.0182972029706,7.601411478571397,0.33888039614315746,272.3320111962433,0,0,1,40.0,0,0
101,2600.023786367026,7.863660410492197,0.5169382858193436,251.40519254650138,0,0,1,43.0,0,0
102,1000.0091485658911,6.908763918699921,0.3311148495101507,194.81284538690423,0,0,1,13.3,0,0
103,600.0054890968217,6.398604067766081,0.5479825730118161,117.30031277691094,0,0,1,10.7,0,0
104,1700.0155525873265,7.4389807355564885,0.34077444466934814,250.37898233593182,0,0,1,18.0,0,0
105,600.0054891165963,6.398604067798984,0.4128704430004814,135.1374274314031,0,0,1,10.7,0,0
106,1400.012808031006,7.244950688358749,0.24268100435368323,269.2483463220961,0,0,1,16.0,0,0
107,700.0064040135254,6.55251702253284,0.6506662473539665,116.27244345794908,0,0,1,11.3,0,0
108,500.0045742987652,6.2166152313800405,0.6763363990521969,96.38524160042903,1,0,0,10.0,0,1
109,800.0073188709056,6.685870084193788,0.4238385482873798,154.01098035766577,1,0,0,12.0,0,1
110,500.0045742987652,6.2166152313800405,0.676390220428855,96.381406765569,0,0,1,10.0,0,0
111,500.00457429876525,6.2166152313800405,0.4566607921380167,117.299202097057,0,0,1,10.0,0,0
112,700.0064039383824,6.552517022425647,0.46735726919242565,137.19283719997998,0,0,1,11.3,0,0
113,1000.0091485975304,6.908763918731529,0.4059225939096511,175.9483935771758,0,0,1,13.3,0,0
114,500.00457429876525,6.2166152313800405,0.45666224188766835,117.29901590407152,0,0,1,10.0,0,0
115,600.0054891601002,6.398604067871369,0.5479911491497595,117.29939489637431,0,0,1,10.7,0,0
116,500.00457425526133,6.216615231293207,0.46476240042023353,116.27234398730403,0,0,1,10.0,0,0
117,600.0054891442807,6.3986040678450475,0.42570930748213276,133.08403843090696,0,0,1,10.7,0,0
118,5200.047572670774,8.556615340562768,0.1933407830080696,581.3622846104965,0,0,1,56.0,0,0
119,800.0073188788153,6.685870084203663,0.41278778995532106,156.0588818080053,0,0,1,12.0,0,0
120,4600.042083506717,8.434038096713664,0.14982157009455324,621.1531077200239,0,0,1,53.0,0,0
121,800.0073188827703,6.6858700842086005,0.32097847005912644,176.97583120456994,0,0,1,12.0,0,0
122,500.00457429876525,6.2166152313800405,0.46475032720116505,116.27385423590788,0,0,1,10.0,0,0
123,500.00457427503585,6.216615231332677,0.4730681642083115,115.2471142131433,0,0,1,10.0,0,0
124,700.0064039937508,6.552517022504632,0.6506519680375256,116.27371931651,0,0,1,11.3,0,0
125,600.0054891482356,6.398604067851628,0.4128783461811173,135.1361340508246,0,0,1,10.7,0,0
126,1200.0109783281102,7.090918963027472,0.24252915436396258,249.3535556286445,0,0,1,14.7,0,0
127,3700.0338498179817,8.21636747847186,0.48043736710995694,311.0923928933469,0,0,1,48.5,0,0
128,4800.04391318193,8.476588655163122,0.331869256600311,426.32816612569974,0,0,1,54.0,0,0
129,500.00457425526133,6.216615231293207,0.6621850599236229,97.4097058072937,0,0,1,10.0,0,0
130,500.00457429876525,6.2166152313800405,0.6621399285550579,97.41302547119551,1,0,0,10.0,0,1
131,500.00457429085543,6.216615231364252,0.47302282590112177,115.25263718720245,1,0,0,10.0,0,1
132,700.006403989796,6.55251702249899,0.474433853157995,136.16581924716758,0,0,1,11.3,0,0
133,26300.240607676842,10.177371388447877,0.19777115375491455,1292.7165808827476,0,0,1,78.2,0,0
134,600.0054891601003,6.39860406787137,0.5576453631756788,116.27959115297324,1,0,0,10.7,0,1
135,500.00457427899073,6.216615231340571,0.4647546559783827,116.2733127384598,0,0,1,10.0,0,0
136,1900.0173823337257,7.5501444862308045,0.5179476582295548,214.70431965997946,0,0,1,19.3,0,0
137,4300.039338875255,8.366611979190468,0.44938161537379184,346.7635942765624,0,0,1,51.5,0,0
138,1100.0100634588653,7.003983276970522,0.5602160698254453,157.08165921251543,0,0,1,14.0,0,0
139,700.0064040135254,6.55251702253284,0.380977399786062,151.95196895028727,0,0,1,11.3,0,0
140,500.00457429876525,6.2166152313800405,0.6621382898447346,97.41314601371218,1,0,0,10.0,0,1
141,900.0082336926915,6.8035143959602475,0.8365728467463492,116.2723074366908,0,0,1,12.7,0,0
142,800.0073188827703,6.6858700842086005,0.42388208242212017,154.0030714294061,0,0,1,12.0,0,0
143,700.0064040214352,6.552517022544124,0.6505828338475436,116.27989706854524,1,0,0,11.3,0,1
144,2000.018297139692,7.601411478539775,0.33884593234189725,272.3458601964179,1,0,0,40.0,0,1
145,700.0064040135254,6.55251702253284,0.6622946362502049,115.24718326697308,0,0,1,11.3,0,0
146,800.0073188827703,6.6858700842086005,0.5504927289589395,135.1375741185474,0,0,1,12.0,0,0
147,600.0054891482356,6.398604067851628,0.41920095968084603,134.11316435883944,0,0,1,10.7,0,0
148,600.0054891521904,6.398604067858209,0.4128517489150544,135.1404869380326,0,0,1,10.7,0,0
149,700.0064039937511,6.552517022504632,0.4816093576876871,135.14764434589998,1,0,0,11.3,0,1
150,1000.0091485856657,6.908763918719676,0.33111319610553214,194.81333178451015,0,0,1,13.3,0,0
151,600.0054891561454,6.398604067864789,0.5576528616046598,116.27880937843688,0,0,1,10.7,0,0
152,42800.391559389755,10.664325894111204,0.2558791344056494,1449.8109203458885,0,0,1,86.4,0,0
153,1400.0128080033217,7.244950688338989,0.3281882487136325,231.53114697996304,0,0,1,16.0,0,0
154,2000.0182971357372,7.601411478537798,0.5611781605157725,211.6272243311785,0,0,1,40.0,0,0
155,2600.0237863670254,7.863660410492197,0.5169162147442017,251.41055968677364,0,0,1,43.0,0,0
156,1100.0100633955872,7.00398327691305,0.5750587751896441,155.04120804987286,1,0,0,14.0,0,1
157,700.0064039818864,6.552517022487707,0.47441419344917957,136.16864057074002,0,0,1,11.3,0,0
158,600.0054891601002,6.398604067871369,0.7945405727429258,97.41470153272905,1,0,0,10.7,0,1
159,600.0054891521904,6.398604067858209,0.4066072339873131,136.17425040820376,1,0,0,10.7,0,1
160,1600.0146377101719,7.3783928558094924,0.5468492754238949,191.74899191834288,1,0,0,17.3,0,1
161,500.00457429876525,6.2166152313800405,0.4647045501041158,116.27958104494529,0,0,1,10.0,0,0
162,1100.0100634311812,7.003983276945378,0.30860331498772836,211.64254131488144,1,0,0,14.0,0,1
163,1000.0091485896207,6.9087639187236265,0.3381414375840048,192.77811138443644,1,0,0,13.3,0,1
164,600.0054891601002,6.398604067871369,0.3946770630630648,138.21704376497,0,0,1,10.7,0,0
165,2700.024701133443,7.901386498931637,0.35287007225932654,310.0854492603511,1,0,0,43.5,0,1
166,1000.0091485421618,6.9087639186762155,0.5228202870291696,155.0353389150896,0,0,1,13.3,0,0
167,800.0073188748604,6.685870084198726,0.42386328132564016,154.006486910269,0,0,1,12.0,0,0
168,1200.0109782411025,7.090918962955027,0.6191013325091936,156.06900882250744,1,0,0,14.7,0,1
169,900.0082337045562,6.803514395973416,0.609909523319782,136.17439861951374,1,0,0,12.7,0,1
170,800.0073188788153,6.685870084203663,0.5504662730718839,135.1408214937722,0,0,1,12.0,0,0
171,1500.0137228646563,7.3138959740731195,0.4128095531202529,213.6867916943192,0,0,1,16.7,0,0
172,700.0064040253902,6.5525170225497655,0.4816679043242994,135.13943051489431,0,0,1,11.3,0,0
173,800.0073188471761,6.685870084164164,0.5421414818144611,136.1744383925414,1,0,0,12.0,0,1
174,2400.021956596897,7.783649740951159,0.3200306841501282,306.9846989621186,0,0,1,42.0,0,0
175,4400.040253681221,8.38959621325443,0.29842382255088906,430.44385509959045,0,0,1,52.0,0,0
176,500.00457429876525,6.2166152313800405,0.4647220287236891,116.27739433380816,0,0,1,10.0,0,0
177,600.0054891601002,6.398604067871369,0.5479045043099998,117.3086693095436,1,0,0,10.7,0,1
178,900.0082337322406,6.803514396004141,0.6286858487974311,134.1254928741084,1,0,0,12.7,0,1
179,2800.025616022462,7.937740920531557,0.3231814394435245,329.96108938679384,0,0,1,44.0,0,0
180,500.00457427899073,6.216615231340571,0.676279423315029,96.38930168400114,1,0,0,10.0,0,1
181,600.0054891561454,6.398604067864789,0.5576067310661592,116.28361912413955,1,0,0,10.7,0,1
182,1200.010978292516,7.0909189629978355,0.5105484600504634,171.86168137919717,1,0,0,14.7,0,1
183,2800.025615998733,7.937740920523086,0.2354429447309691,386.58330424628315,1,0,0,44.0,0,1
184,500.0045743027202,6.216615231387935,0.4729859613020148,115.25712850525781,1,0,0,10.0,0,1
185,600.0054891680101,6.39860406788453,0.8115309865838206,96.3895583223514,1,0,0,10.7,0,1
186,3000.0274457886367,8.006709990946243,0.2741989228711813,370.79568686314656,1,0,0,45.0,0,1
187,1000.0091485658911,6.908763918699921,0.4204226442071855,172.8876093101692,1,0,0,13.3,0,1
188,700.0064040135254,6.55251702253284,0.6621645893017476,115.25849979532603,1,0,0,11.3,0,1
189,1800.016467480301,7.496106488654588,0.30494695240612196,272.35228445298884,1,0,0,18.7,0,1
190,1400.0128080270508,7.244950688355926,0.48361928283831096,190.73005415330408,1,0,0,16.0,0,1
191,1100.0100634153616,7.0039832769310095,0.37593208429188985,191.75582474102976,1,0,0,14.0,0,1
192,600.0054891601002,6.398604067871369,0.7945215044386621,97.41587048914701,1,0,0,10.7,0,1
193,800.0073188709056,6.685870084193788,0.4238541227176342,154.00815078119342,0,0,1,12.0,0,0
194,800.0073188827703,6.6858700842086005,0.4073540299470862,157.09628084823774,1,0,0,12.0,0,1
195,600.0054891561454,6.398604067864789,0.557606552975189,116.28363769373918,1,0,0,10.7,0,1
196,23200.21224722462,10.051959808324856,0.1626688149659984,1338.7477674831614,0,0,1,76.6,0,0
197,500.00457426712603,6.216615231316889,0.6762583269740641,96.39080513622291,1,0,0,10.0,0,1
198,1200.0109782766967,7.090918962984664,0.33021145509153643,213.69850018830937,1,0,0,14.7,0,1
199,2000.0182971436477,7.601411478541751,0.26139781586270494,310.07798929278647,0,0,1,40.0,0,0
200,500.00457429876525,6.2166152313800405,0.4646712456964873,116.28374802667018,1,0,0,10.0,0,1
201,1000.0091485975305,6.908763918731529,0.4058499181769118,175.964146452136,1,0,0,13.3,0,1
202,800.0073188590408,6.685870084178976,0.7567615418210953,115.25834663714971,1,0,0,12.0,0,1
203,1000.0091486054404,6.908763918739431,0.41547932257841397,173.91306584769387,1,0,0,13.3,0,1
204,500.0045742394417,6.216615231261631,0.45658123729112526,117.30942076844707,1,0,0,10.0,0,1
205,1500.0137228765211,7.313895974081024,0.49661246552300686,194.8245760250361,0,0,1,16.7,0,0
206,500.00457429876525,6.2166152313800405,0.6621036487097774,97.41569429886894,1,0,0,10.0,0,1
207,600.0054891680101,6.39860406788453,0.4127908242217824,135.1504594106864,0,0,1,10.7,0,0
208,500.00457429481037,6.216615231372146,0.4565830103107326,117.30919300463503,1,0,0,10.0,0,1
209,700.0064040135255,6.55251702253284,0.48163462423068365,135.1440993799223,0,0,1,11.3,0,0
210,900.0082336412779,6.803514395903185,0.4583302709672956,157.0865141185926,0,0,1,12.7,0,0
211,500.00457429481037,6.216615231372146,0.6762535873194855,96.39114292513682,0,0,1,10.0,0,0
212,2200.0201268465426,7.696676225894712,0.28751325681342743,310.0911144878005,0,0,1,41.0,0,0
213,800.007318851131,6.6858700841691014,0.4181988369950098,155.0459768950966,0,0,1,12.0,0,0
214,1500.0137228962956,7.313895974094199,0.4127507996353684,213.7019999008276,0,0,1,16.7,0,0
215,500.0045743027202,6.216615231387935,0.6620955503317605,97.41629006424952,0,0,1,10.0,0,0
216,600.0054891601003,6.39860406787137,0.4127778291724835,135.1525867927799,0,0,1,10.7,0,0
217,500.0045743027202,6.216615231387935,0.4566353495160656,117.30246986652693,0,0,1,10.0,0,0
218,700.0064040253902,6.5525170225497655,0.3659694726395616,155.0363404357502,0,0,1,11.3,0,0
219,600.0054891403258,6.398604067838467,0.4065867343878237,136.17768323209822,0,0,1,10.7,0,0
220,600.0054891561454,6.398604067864789,0.5479136804248076,117.30768699902048,0,0,1,10.7,0,0
221,1000.0091485896207,6.9087639187236265,0.6879587249721372,135.15301149151693,0,0,1,13.3,0,0
222,600.0054891561454,6.398604067864789,0.5575984783205338,116.28447964978255,0,0,1,10.7,0,0
223,9500.08691151834,9.159161482782881,0.18931383426954526,794.104295910101,0,0,1,77.5,0,0
224,1100.0100634549108,7.00398327696693,0.5906069626150273,152.98680678312797,0,0,1,14.0,0,0
225,900.0082337243308,6.803514395995363,0.48323488293092626,152.98506483232222,0,0,1,12.7,0,0
226,1900.017382294177,7.550144486210001,0.2262746686051197,324.8371939900054,0,0,1,19.3,0,0
227,600.0054891601002,6.398604067871369,0.39463319999799434,138.22472489105158,0,0,1,10.7,0,0
228,3800.034764643723,8.243028615130985,0.4440540183821768,327.9297475287582,0,0,1,49.0,0,0
229,800.007318811582,6.685870084119728,0.5340356452213342,137.2040051614258,0,0,1,12.0,0,0
230,600.0054891561454,6.398604067864789,0.4065779387065952,136.17915622209594,0,0,1,10.7,0,0
231,500.00457428294567,6.216615231348465,0.6763492181788873,96.38432817988597,0,0,1,10.0,0,0
232,500.0045743027202,6.216615231387935,0.4730354155101094,115.25110348174385,0,0,1,10.0,0,0
233,500.00457429481037,6.216615231372146,0.4566472253264898,117.30094454049643,0,0,1,10.0,0,0
234,500.00457429481037,6.216615231372146,0.6763384630886079,96.38509452664393,0,0,1,10.0,0,0
235,700.0064039779314,6.552517022482065,0.3659153432271861,155.0478071752309,0,0,1,11.3,0,0
236,700.0064040174803,6.552517022538482,0.6621375940929567,115.26084930395795,0,0,1,11.3,0,0
237,500.0045743027202,6.216615231387935,0.46466128214437813,116.28499473415803,0,0,1,10.0,0,0
238,1200.0109783202006,7.090918963020886,0.2812655577464882,231.54705655645455,0,0,1,14.7,0,0
239,900.0082337361955,6.803514396008531,0.6191721920908039,135.15199216161662,0,0,1,12.7,0,0
240,900.0082337441053,6.8035143960173095,0.6191474571921727,135.15469179167673,0,0,1,12.7,0,0
241,600.0054891640551,6.398604067877949,0.5478921269928199,117.3099943503317,0,0,1,10.7,0,0
242,1000.009148573801,6.908763918707823,0.5228062690854275,155.03741737587342,0,0,1,13.3,0,0
243,800.0073188788153,6.685870084203663,0.5503584605392147,135.1540575588143,0,0,1,12.0,0,0
244,700.0064040214353,6.552517022544124,0.4672848392621182,137.20346935555298,0,0,1,11.3,0,0
245,600.0054891640552,6.39860406787795,0.557674202439412,116.27658450436972,0,0,1,10.7,0,0
246,2000.0182971752868,7.601411478557563,0.3439744197644802,270.30796504958755,0,0,1,40.0,0,0
247,500.00457429876525,6.2166152313800405,0.4647260521939972,116.27689098387329,0,0,1,10.0,0,0
248,1300.0118931815355,7.170897620039926,0.30470439065942395,231.54704271331883,0,0,1,15.3,0,0
249,500.00457427899073,6.216615231340571,0.6762705553735767,96.3899336587892,0,0,1,10.0,0,0
250,700.0064039858411,6.552517022493348,0.6621309674258913,115.26142607045212,0,0,1,11.3,0,0
251,600.0054891640552,6.39860406787795,0.41282712508059566,135.14451723093276,0,0,1,10.7,0,0
252,1400.0128080389159,7.244950688364395,0.23898202763923035,271.3240653556608,0,0,1,16.0,0,0
253,600.0054891561454,6.398604067864789,0.5675361082380318,115.26190546638765,0,0,1,10.7,0,0
254,500.004574306675,6.216615231395828,0.4815043811573925,114.23305702302498,0,0,1,10.0,0,0
255,500.0045743027201,6.216615231387934,0.4566060228502516,117.30623682855266,0,0,1,10.0,0,0
256,600.0054891601003,6.39860406787137,0.40663827738485725,136.1690524330268,0,0,1,10.7,0,0
257,600.0054891561454,6.398604067864789,0.8115312185489507,96.38954454557712,0,0,1,10.7,0,0
258,600.0054891680101,6.39860406788453,0.5675261264259385,115.26291909277677,0,0,1,10.7,0,0
259,500.0045742987652,6.2166152313800405,0.676223059127649,96.39331869729334,0,0,1,10.0,0,0
260,600.0054891601003,6.39860406787137,0.5478797964141896,117.31131443144861,0,0,1,10.7,0,0
261,900.0082337361956,6.803514396008531,0.3695988287763883,174.929429655472,0,0,1,12.7,0,0
262,1100.0100634153616,7.0039832769310095,0.5827635994282618,154.0128837278646,0,0,1,14.0,0,0
263,1000.0091485896207,6.9087639187236265,0.4154856563063972,173.91174026235038,0,0,1,13.3,0,0
264,500.00457428294567,6.216615231348465,0.6762204781474375,96.39350265131161,0,0,1,10.0,0,0
265,600.0054891601002,6.398604067871369,0.7944775570174981,97.41856478620282,0,0,1,10.7,0,0
266,500.00457427503585,6.216615231332677,0.47294050221446676,115.26266763222367,0,0,1,10.0,0,0
267,1300.0118931736256,7.170897620033847,0.3611571819604715,212.681868403984,0,0,1,15.3,0,0
268,600.0054891640551,6.398604067877949,0.4065652236170251,136.18128566807448,0,0,1,10.7,0,0
269,1000.0091486014854,6.908763918735479,0.6879477261322335,135.1540918944611,0,0,1,13.3,0,0
270,800.0073188788153,6.685870084203663,0.743483815795584,116.28297987150053,1,0,0,12.0,0,1
271,500.0045743027202,6.216615231387935,0.47293270183452846,115.26361818174972,0,0,1,10.0,0,0
272,600.0054891126415,6.398604067792403,0.4065688415038806,136.18067975060927,0,0,1,10.7,0,0
273,600.0054891521904,6.398604067858209,0.4190821197957699,134.13217836937105,0,0,1,10.7,0,0
274,1400.0128079875021,7.244950688327697,0.4683596980329959,193.81222964206896,0,0,1,16.0,0,0
275,500.00457424735157,6.216615231277419,0.46463832890577567,116.28786694477623,0,0,1,10.0,0,0
276,600.0054891601002,6.398604067871369,0.7944631674750142,97.41944701856215,0,0,1,10.7,0,0
277,600.0054891601002,6.398604067871369,0.5575875533897647,116.28561883777788,0,0,1,10.7,0,0
278,1000.0091485975304,6.908763918731529,0.3417151124025202,191.76742010370737,0,0,1,13.3,0,0
279,1100.0100634074518,7.003983276923825,0.7453770436095882,136.18060354967167,0,0,1,14.0,0,0
280,700.0064040174803,6.552517022538482,0.4672770042569544,137.20461962082683,0,0,1,11.3,0,0
